zip,count,lat,lon,county,countyfips,state
14853,5,42.4467049,-76.48305789999999,Tompkins,36109,New York
44286,2,41.2274088,-81.63638689999999,Summit,39153,Ohio
33328,1,26.0725672,-80.2711588,Broward,12011,Florida
14850,1,42.435511,-76.5257007,Tompkins,36109,New York
55344,2,44.865243,-93.4094629,Hennepin,27053,Minnesota
74063,2,36.1464769,-96.19513200000002,Tulsa,40143,Oklahoma
48118,1,42.2980829,-84.0378894,Washtenaw,26161,Michigan
65802,1,37.1953893,-93.3892894,Greene,29077,Missouri
21401,5,38.9851115,-76.5603828,Anne Arundel,24003,Maryland
21403,1,38.9359831,-76.4910093,Anne Arundel,24003,Maryland
78258,3,29.6451457,-98.47327179999999,Bexar,48029,Texas
73120,2,35.578861,-97.5788975,Oklahoma,40109,Oklahoma
22180,2,38.8950354,-77.2577571,Fairfax,51059,Virginia
54914,1,44.26558,-88.4306955,Outagamie,55087,Wisconsin
19403,1,40.1403357,-75.3995089,Montgomery,42091,Pennsylvania
33030,2,25.4802746,-80.52717559999999,Miami-Dade,12086,Florida
48895,2,42.702277,-84.2910759,Ingham,26065,Michigan
33558,1,28.1762931,-82.50775929999999,Hillsborough,12057,Florida
32653,1,29.7429556,-82.37773349999999,Alachua,12001,Florida
33928,1,26.4273206,-81.7239979,Lee,12071,Florida
33556,1,28.1222486,-82.5834947,Hillsborough,12057,Florida
27409,2,36.0896801,-79.95284509999999,Guilford,37081,North Carolina
97015,3,45.4120158,-122.54578,Clackamas,41005,Oregon
94804,1,37.9158152,-122.3390936,Contra Costa,06013,California
29451,1,32.8203378,-79.7455956,Charleston,45019,South Carolina
33634,2,28.01574,-82.5510469,Hillsborough,12057,Florida
30677,1,33.7764415,-83.4003037,Oconee,13219,Georgia
98502,1,47.0670291,-123.0511606,Thurston,53067,Washington
76110,1,32.7011609,-97.3354531,Tarrant,48439,Texas
60506,2,41.76919840000001,-88.38219889999999,Kane,17089,Illinois
92117,1,32.8250767,-117.2029363,San Diego,06073,California
28403,2,34.2253022,-77.8710285,New Hanover,37129,North Carolina
39564,1,30.4069394,-88.7686382,Jackson,28059,Mississippi
97339,1,44.5619717,-123.2608574,Benton,41003,Oregon
98105,4,47.6614244,-122.2683743,King,53033,Washington
30602,1,33.954258,-83.37493219999999,Clarke,13059,Georgia
30606,3,33.9448436,-83.4323375,Clarke,13059,Georgia
83714,2,43.7235259,-116.2692976,Ada,16001,Idaho
97702,2,43.9657221,-121.2196397,Deschutes,41017,Oregon
96790,2,20.7278194,-156.3081217,Maui,15009,Hawaii
97526,1,42.5052649,-123.3273155,Josephine,41033,Oregon
23693,1,37.1224466,-76.4447397,York,51199,Virginia
99202,3,47.6568696,-117.3719973,Spokane,53063,Washington
34119,1,26.2632309,-81.7239979,Collier,12021,Florida
06897,2,41.2077334,-73.4415929,Fairfield,09001,Connecticut
99208,1,47.7872368,-117.4644801,Spokane,53063,Washington
63841,1,36.7604012,-89.9813445,Stoddard,29207,Missouri
02379,1,42.0302666,-71.014118,Plymouth,25023,Massachusetts
85021,4,33.563442,-112.0893682,Maricopa,04013,Arizona
66206,1,38.9538595,-94.6192114,Johnson,20091,Kansas
97202,1,45.4807521,-122.6427372,Multnomah,41051,Oregon
80110,5,39.6487896,-105.0148322,Arapahoe,08005,Colorado
02818,1,41.6496052,-71.4893013,Kent,44003,Rhode Island
77833,1,30.2352956,-96.365157,Washington,48477,Texas
49461,1,43.376782,-86.32753509999999,Muskegon,26121,Michigan
23320,2,36.7578013,-76.2131474,Chesapeake,51550,Virginia
77084,1,29.8296506,-95.6668306,Harris,48201,Texas
99515,1,61.11992890000001,-149.8936503,Anchorage,02020,Alaska
10023,2,40.7769059,-73.9800645,New York,36061,New York
33071,2,26.2480143,-80.2711588,Broward,12011,Florida
14623,2,43.0915814,-77.6421577,Monroe,36055,New York
32610,2,29.63923,-82.34331,Alachua,12001,Florida
32615,1,29.8303455,-82.49693309999999,Alachua,12001,Florida
70803,3,30.41,-91.17999999999999,East Baton Rouge,22033,Louisiana
44601,1,40.9202113,-81.1416691,Stark,39151,Ohio
95677,3,38.7870973,-121.2282958,Placer,06061,California
33771,1,27.9046811,-82.7616822,Pinellas,12103,Florida
55304,2,45.2713588,-93.2743378,Anoka,27003,Minnesota
13053,1,42.4709592,-76.2594981,Cortland,36023,New York
13057,1,43.0968443,-76.0507949,Onondaga,36067,New York
30328,4,33.9253024,-84.38574419999999,Fulton,13121,Georgia
76017,1,32.6614911,-97.1467072,Tarrant,48439,Texas
98033,6,47.6688298,-122.1923875,King,53033,Washington
01801,3,42.4884618,-71.13296849999999,Middlesex,25017,Massachusetts
43017,1,40.115674,-83.13273319999999,Franklin,39049,Ohio
94939,1,37.938818,-122.5344456,Marin,06041,California
87106,1,35.0729762,-106.6173415,Bernalillo,35001,New Mexico
32751,4,28.6366753,-81.3674389,Orange,12095,Florida
08055,1,39.8630611,-74.8156199,Burlington,34005,New Jersey
87109,1,35.15900680000001,-106.5760857,Bernalillo,35001,New Mexico
20878,1,39.10480320000001,-77.25201009999999,Montgomery,24031,Maryland
01366,1,42.4861078,-72.2126905,Worcester,25027,Massachusetts
20877,3,39.1438746,-77.1887747,Montgomery,24031,Maryland
20707,3,39.10436869999999,-76.8836261,Prince George's,24033,Maryland
76088,1,32.84955619999999,-97.9374948,Parker,48367,Texas
30214,2,33.473501,-84.5012435,Fayette,13113,Georgia
84047,1,40.61129589999999,-111.8985922,Salt Lake,49035,Utah
90504,2,33.8673266,-118.3286614,Los Angeles,06037,California
95065,2,37.0353977,-121.9871217,Santa Cruz,06087,California
61801,1,40.1060728,-88.22177330000001,Champaign,17019,Illinois
61802,2,40.110052,-88.14865700000001,Champaign,17019,Illinois
67211,1,37.67231,-97.3138554,Sedgwick,20173,Kansas
34474,1,29.1561929,-82.2039882,Marion,12083,Florida
05672,2,44.4835983,-72.7045432,Lamoille,50015,Vermont
10065,2,40.7645239,-73.96243270000001,New York,36061,New York
64064,3,38.9791799,-94.3667907,Jackson,29095,Missouri
68134,1,41.2921503,-96.0573302,Douglas,31055,Nebraska
75093,1,33.0386278,-96.8243812,Collin,48085,Texas
55113,1,45.0122826,-93.1640525,Ramsey,27123,Minnesota
48824,2,42.7247832,-84.4832117,Ingham,26065,Michigan
60445,1,41.6339479,-87.7418842,Cook,17031,Illinois
84015,1,41.1333549,-112.0595603,Davis,49011,Utah
12401,1,41.9511782,-74.006509,Ulster,36111,New York
94116,3,37.7432421,-122.497668,San Francisco,06075,California
70119,1,29.9798109,-90.07934879999999,Orleans,22071,Louisiana
06854,2,41.0924881,-73.42391429999999,Fairfield,09001,Connecticut
80538,2,40.4853645,-105.2428853,Larimer,08069,Colorado
91364,3,34.1544724,-118.5914696,Los Angeles,06037,California
03801,2,43.0874906,-70.83577919999999,Rockingham,33015,New Hampshire
48326,1,42.6742723,-83.2398943,Oakland,26125,Michigan
77055,6,29.7970042,-95.4830243,Harris,48201,Texas
54208,4,44.3591968,-87.79600669999999,Brown,55009,Wisconsin
05495,1,44.4315664,-73.1059193,Chittenden,50007,Vermont
19380,1,39.98627700000001,-75.6091696,Chester,42029,Pennsylvania
53792,1,43.0772547,-89.430773,Dane,55025,Wisconsin
60612,1,41.8816606,-87.6926257,Cook,17031,Illinois
87508,1,35.4578674,-105.7585908,Santa Fe,35049,New Mexico
75025,1,33.0869379,-96.76010570000001,Collin,48085,Texas
87505,1,35.616067,-105.8525154,Santa Fe,35049,New Mexico
63122,2,38.5787831,-90.4219444,St. Louis,29189,Missouri
90049,1,34.0963058,-118.4980744,Los Angeles,06037,California
32825,1,28.5417016,-81.2408689,Orange,12095,Florida
85705,2,32.2680738,-110.9923904,Pima,04019,Arizona
19486,1,40.206625,-75.2984702,Montgomery,42091,Pennsylvania
27406,1,36.0196499,-79.7624177,Guilford,37081,North Carolina
91107,2,34.16423960000001,-118.0830047,Los Angeles,06037,California
22406,1,38.3836812,-77.53901270000001,Stafford,51179,Virginia
01845,2,42.66963639999999,-71.0854325,Essex,25009,Massachusetts
95124,1,37.2583724,-121.918866,Santa Clara,06085,California
20198,1,38.8991212,-77.7223162,Fauquier,51061,Virginia
33317,1,26.1218038,-80.2209773,Broward,12011,Florida
32223,1,30.15883049999999,-81.65829939999999,Duval,12031,Florida
27262,1,35.9679365,-80.0423151,Davidson,37057,North Carolina
78758,2,30.3870686,-97.70365609999999,Travis,48453,Texas
60123,1,42.0361546,-88.314212,Kane,17089,Illinois
75287,6,32.9985237,-96.84046,Denton,48121,Texas
52404,2,41.9270157,-91.69550919999999,Linn,19113,Iowa
94301,1,37.4457966,-122.1575745,Santa Clara,06085,California
85233,2,33.3519301,-111.8210866,Maricopa,04013,Arizona
85331,1,33.8752397,-111.9284017,Maricopa,04013,Arizona
34231,1,27.2612782,-82.5131717,Sarasota,12115,Florida
34232,2,27.3346138,-82.4644445,Sarasota,12115,Florida
27312,1,35.7524399,-79.17742679999999,Chatham,37037,North Carolina
27310,1,36.1794934,-79.99759159999999,Guilford,37081,North Carolina
34994,1,27.1916272,-80.2488596,Martin,12085,Florida
76051,2,32.9464268,-97.0713572,Tarrant,48439,Texas
20639,2,38.6115662,-76.6181655,Calvert,24009,Maryland
77339,1,30.0442264,-95.2162283,Harris,48201,Texas
77338,1,29.9956304,-95.27889259999999,Harris,48201,Texas
40511,1,38.1248882,-84.5012435,Fayette,21067,Kentucky
40510,1,38.0765476,-84.59557319999999,Fayette,21067,Kentucky
23452,2,36.849734,-76.097201,Virginia Beach,51810,Virginia
92103,1,32.749789,-117.1676501,San Diego,06073,California
77077,1,29.7451163,-95.61951119999999,Harris,48201,Texas
77807,2,30.665991,-96.47165799999999,Brazos,48041,Texas
33442,2,26.3042864,-80.15402259999999,Broward,12011,Florida
10019,2,40.7686973,-73.9918181,New York,36061,New York
89104,1,36.14975099999999,-115.0762536,Clark,32003,Nevada
32550,2,30.374367,-86.3585578,Walton,12131,Florida
89511,3,39.3809028,-119.9277947,Washoe,32031,Nevada
19102,1,39.9556241,-75.1647529,Philadelphia,42101,Pennsylvania
19103,1,39.9531865,-75.1749671,Philadelphia,42101,Pennsylvania
92602,1,33.7514861,-117.7549295,Orange,06059,California
28173,1,34.9274555,-80.7436141,Union,37179,North Carolina
19104,4,39.9583587,-75.1953934,Philadelphia,42101,Pennsylvania
33169,1,25.9400585,-80.2153998,Miami-Dade,12086,Florida
92211,1,33.7637689,-116.3426552,Riverside,06065,California
35805,1,34.6939733,-86.61071059999999,Madison,01089,Alabama
55416,2,44.9465193,-93.3439291,Hennepin,27053,Minnesota
50036,1,42.0528293,-93.86553029999999,Boone,19015,Iowa
32608,1,29.6156734,-82.3659168,Alachua,12001,Florida
48034,5,42.4966195,-83.2880591,Oakland,26125,Michigan
33614,1,28.0133862,-82.50775929999999,Hillsborough,12057,Florida
32216,2,30.2906907,-81.57061089999999,Duval,12031,Florida
77064,2,29.9161683,-95.5302337,Harris,48201,Texas
27103,1,36.0564654,-80.33245140000001,Forsyth,37067,North Carolina
24061,3,37.2332092,-80.4244805,Montgomery,51121,Virginia
24060,4,37.2724841,-80.4326521,Montgomery,51121,Virginia
33762,1,27.9006925,-82.68614459999999,Pinellas,12103,Florida
23284,1,37.5481822,-77.4533454,Richmond,51760,Virginia
35243,1,33.4514846,-86.7315785,Jefferson,01073,Alabama
83467,1,44.9479845,-113.9660111,Lemhi,16059,Idaho
44321,4,41.0875099,-81.63638689999999,Summit,39153,Ohio
01373,2,42.4657318,-72.6269437,Franklin,25011,Massachusetts
01375,1,42.4546495,-72.5559746,Franklin,25011,Massachusetts
37167,1,35.96321330000001,-86.5299673,Rutherford,47149,Tennessee
87112,1,35.1030501,-106.5171626,Bernalillo,35001,New Mexico
87113,2,35.1894316,-106.5878723,Bernalillo,35001,New Mexico
87111,1,35.1322706,-106.4994889,Bernalillo,35001,New Mexico
11795,2,40.7111586,-73.3060197,Suffolk,36103,New York
78727,1,30.432242,-97.7145152,Travis,48453,Texas
40223,2,38.2586184,-85.5457689,Jefferson,21111,Kentucky
85392,2,33.4763518,-112.2980119,Maricopa,04013,Arizona
27606,1,35.7418297,-78.713608,Wake,37183,North Carolina
27607,3,35.8019142,-78.6875364,Wake,37183,North Carolina
01536,2,42.2356407,-71.69699849999999,Worcester,25027,Massachusetts
80222,2,39.6696322,-104.9330448,Denver,08031,Colorado
91775,1,34.1232517,-118.0830047,Los Angeles,06037,California
45439,1,39.703893,-84.21734029999999,Montgomery,39113,Ohio
77845,1,30.5368372,-96.30134319999999,Brazos,48041,Texas
53719,4,43.0282084,-89.5214505,Dane,55025,Wisconsin
45227,1,39.1495912,-84.39099910000002,Hamilton,39061,Ohio
02130,4,42.3097365,-71.1151431,Suffolk,25025,Massachusetts
53711,1,43.00783089999999,-89.3321823,Dane,55025,Wisconsin
02882,1,41.3983403,-71.4893013,Washington,44009,Rhode Island
